ID,D,R,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBul,Baryonic,Vdm
NGC2366,3.27,6.06,49.4,5.92,26.18,13.37,0.0,0.0,0.0,29.396416448267974,20.003583551732024
NGC2403,3.16,0.16,24.5,2.83,0.0,23.21,0.0,1105.79,0.0,23.21,1.2899999999999991
NGC2403,3.16,0.26,35.3,2.46,0.0,35.33,0.0,1006.36,0.0,35.33,0.0
NGC2403,3.16,0.36,43.2,1.12,1.92,46.97,0.0,938.26,0.0,47.00922569028339,0.0
NGC2403,3.16,0.46,52.0,1.25,2.29,56.68,0.0,789.78,0.0,56.726241722856976,0.0
NGC2403,3.16,0.56,60.9,2.93,2.64,63.77,0.0,624.65,0.0,63.8246229914443,0.0
NGC2403,3.16,0.66,65.8,1.25,3.0,67.56,0.0,511.64,0.0,67.62657465819188,0.0
NGC2403,3.16,0.76,71.7,1.25,3.34,70.83,0.0,469.31,0.0,70.9087053893949,0.7912946106051066
NGC2403,3.16,0.86,74.6,1.6,3.68,72.8,0.0,402.53,0.0,72.89295164829038,1.7070483517096164
NGC2403,3.16,0.96,74.6,1.03,4.02,74.87,0.0,381.19,0.0,74.9778453944897,0.0
NGC2403,3.16,1.06,76.6,1.12,4.37,77.12,0.0,359.63,0.0,77.24371366007722,0.0
NGC2403,3.16,1.16,78.5,1.6,4.75,79.47,0.0,345.41,0.0,79.61182952300493,0.0
NGC2403,3.16,1.27,83.4,1.8,5.15,82.18,0.0,332.26,0.0,82.34121021699889,1.0587897830011173
NGC2403,3.16,1.36,86.4,1.6,5.51,85.19,0.0,317.57,0.0,85.36800454502846,1.0319954549715504
NGC2403,3.16,1.47,87.4,1.41,5.76,87.94,0.0,297.25,0.0,88.12843581954691,0.0
NGC2403,3.16,1.57,90.3,1.41,5.98,90.77,0.0,286.72,0.0,90.96677030652457,0.0
NGC2403,3.16,1.67,93.3,1.6,6.21,93.98,0.0,271.01,0.0,94.184948372869,0.0
NGC2403,3.16,1.77,93.3,1.41,6.42,96.86,0.0,252.38,0.0,97.07252958484186,0.0
NGC2403,3.16,1.87,95.2,1.25,6.61,99.21,0.0,231.06,0.0,99.42995625061896,0.0
NGC2403,3.16,1.97,97.2,1.6,6.81,101.42,0.0,214.5,0.0,101.64837677011866,0.0
NGC2403,3.16,2.08,99.1,2.02,7.01,103.79,0.0,203.15,0.0,104.02645913420298,0.0
NGC2403,3.16,2.18,98.2,2.02,7.27,106.07,0.0,177.77,0.0,106.31884969279906,0.0
NGC2403,3.16,2.28,98.2,1.6,7.54,106.73,0.0,143.26,0.0,106.99600226176678,0.0
NGC2403,3.16,2.37,98.2,1.0,7.81,106.19,0.0,125.45,0.0,106.47681531676274,0.0
NGC2403,3.16,2.47,97.2,1.12,8.25,105.57,0.0,115.5,0.0,105.8918665431864,0.0
NGC2403,3.16,2.57,98.2,1.41,8.77,105.08,0.0,108.64,0.0,105.44533797186104,0.0
NGC2403,3.16,2.68,98.2,1.12,9.31,104.39,0.0,99.02,0.0,104.8043329256954,0.0
NGC2403,3.16,2.78,98.2,1.6,9.95,103.8,0.0,91.66,0.0,104.27580016475538,0.0
NGC2403,3.16,2.88,99.1,2.69,10.97,103.16,0.0,86.76,0.0,103.74163339759018,0.0
NGC2403,3.16,2.98,100.0,2.69,11.96,102.68,0.0,83.79,0.0,103.37419407182821,0.0
NGC2403,3.16,3.08,102.0,3.16,13.06,102.46,0.0,81.8,0.0,103.28898876453384,0.0
NGC2403,3.16,3.19,101.0,3.4,14.06,102.29,0.0,78.36,0.0,103.25176850785657,0.0
NGC2403,3.16,3.29,101.0,3.4,15.05,102.51,0.0,75.36,0.0,103.60889247550135,0.0
NGC2403,3.16,3.39,103.0,2.93,16.15,102.82,0.0,71.99,0.0,104.08061731177423,0.0
NGC2403,3.16,3.49,107.0,2.46,17.15,103.06,0.0,67.49,0.0,104.47720373363751,2.5227962663624908
NGC2403,3.16,3.59,110.0,2.46,18.14,102.95,0.0,62.39,0.0,104.53593688296863,5.4640631170313725
NGC2403,3.16,3.69,112.0,3.4,19.24,103.12,0.0,56.77,0.0,104.8995328874252,7.100467112574805
NGC2403,3.16,3.79,114.0,5.1,20.24,102.93,0.0,52.43,0.0,104.90110819243047,9.09889180756953
NGC2403,3.16,3.9,118.0,5.1,21.03,102.5,0.0,47.97,0.0,104.635132245341,13.364867754659002
NGC2403,3.16,3.99,118.0,4.85,21.83,101.99,0.0,44.58,0.0,104.30009108337345,13.699908916626555
NGC2403,3.16,4.47,118.0,5.36,25.72,99.49,0.0,31.94,0.0,102.76078288919368,15.239217110806322
NGC2403,3.16,4.97,121.0,2.57,27.81,97.06,0.0,24.17,0.0,100.96553718967677,20.034462810323234
NGC2403,3.16,5.47,124.0,0.22,29.41,94.4,0.0,15.97,0.0,98.87521479116998,25.12478520883002
NGC2403,3.16,5.96,125.0,0.88,30.7,91.13,0.0,11.31,0.0,96.16219059484865,28.837809405151347
NGC2403,3.16,6.46,126.0,0.45,31.7,87.9,0.0,7.9,0.0,93.44142550282504,32.55857449717496
NGC2403,3.16,6.96,126.0,0.55,33.29,84.95,0.0,5.51,0.0,91.23993971940139,34.76006028059861
NGC2403,3.16,7.45,126.0,0.45,34.99,81.98,0.0,3.88,0.0,89.13484447734231,36.86515552265769
NGC2403,3.16,7.95,126.0,0.24,36.58,79.11,0.0,2.71,0.0,87.15783671018917,38.84216328981083
NGC2403,3.16,8.45,127.0,1.45,38.38,76.42,0.0,1.9,0.0,85.51631891048632,41.48368108951368
NGC2403,3.16,8.94,128.0,1.12,39.97,74.09,0.0,1.34,0.0,84.18389988590455,43.81610011409545
NGC2403,3.16,9.44,128.0,1.68,41.47,71.75,0.0,0.93,0.0,82.87233193291956,45.127668067080435
NGC2403,3.16,9.94,127.0,2.56,42.57,69.58,0.0,0.65,0.0,81.5694875550901,45.430512444909894
NGC2403,3.16,10.43,127.0,1.24,43.96,67.61,0.0,0.46,0.0,80.64486158460439,46.355138415395615
NGC2403,3.16,10.93,128.0,0.21,45.06,65.75,0.0,0.32,0.0,79.70863253123842,48.29136746876158
NGC2403,3.16,11.43,130.0,1.13,45.76,64.12,0.0,0.22,0.0,78.77405664303446,51.225943356965544
NGC2403,3.16,11.92,130.0,2.23,46.15,62.55,0.0,0.16,0.0,77.73239350489601,52.26760649510399
NGC2403,3.16,12.42,132.0,2.68,46.65,61.06,0.0,0.11,0.0,76.84104437083087,55.15895562916913
NGC2403,3.16,12.92,133.0,2.68,46.95,59.67,0.0,0.08,0.0,75.92635510809143,57.07364489190857
NGC2403,3.16,13.42,133.0,3.37,46.75,58.37,0.0,0.05,0.0,74.7838177682846,58.21618223171539
NGC2403,3.16,13.91,133.0,3.81,46.25,57.26,0.0,0.04,0.0,73.60550319099788,59.39449680900212
NGC2403,3.16,14.41,133.0,2.56,45.95,56.12,0.0,0.03,0.0,72.53176476551498,60.46823523448502
NGC2403,3.16,14.91,134.0,0.56,45.66,55.05,0.0,0.02,0.0,71.52159184470099,62.47840815529901
NGC2403,3.16,15.4,134.0,0.79,45.26,54.06,0.0,0.01,0.0,70.50497287425901,63.49502712574099
NGC2403,3.16,15.9,133.0,0.67,44.76,53.11,0.0,0.01,0.0,69.45595510825547,63.544044891744534
NGC2403,3.16,16.4,134.0,2.35,44.16,52.26,0.0,0.01,0.0,68.41939198794446,65.58060801205554
NGC2403,3.16,16.89,134.0,4.13,43.36,51.43,0.0,0.0,0.0,67.26911995856642,66.73088004143358
NGC2403,3.16,17.39,136.0,3.91,42.67,50.61,0.0,0.0,0.0,66.19743952752252,69.80256047247748
NGC2403,3.16,17.89,136.0,6.38,41.87,49.84,0.0,0.0,0.0,65.09318320684586,70.90681679315414
NGC2403,3.16,18.38,135.0,8.39,41.07,49.16,0.0,0.0,0.0,64.05818058608908,70.94181941391092
NGC2403,3.16,18.88,133.0,7.83,40.27,48.46,0.0,0.0,0.0,63.00828913722384,69.99171086277616
NGC2403,3.16,19.38,134.0,6.26,39.87,47.78,0.0,0.0,0.0,62.22977824161034,71.77022175838965
NGC2403,3.16,19.87,136.0,5.6,39.87,47.15,0.0,0.0,0.0,61.74738375024483,74.25261624975516
NGC2403,3.16,20.37,135.0,5.24,39.87,46.52,0.0,0.0,0.0,61.267669288132716,73.73233071186729
NGC2403,3.16,20.87,134.0,3.12,39.87,45.97,0.0,0.0,0.0,60.85111174004958,73.14888825995041
NGC2841,14.1,3.44,285.0,14.4,-0.57,163.4,239.5,560.42,13.23,289.9312589218348,0.0
NGC2841,14.1,3.77,297.0,13.6,-0.57,171.13,229.25,537.66,5.28,286.07929722368937,10.920702776310634
NGC2841,14.1,4.13,303.0,8.47,-0.43,180.88,219.24,507.23,1.94,284.22515177232293,18.77484822767707
NGC2841,14.1,4.47,306.0,5.93,-0.1,188.37,210.91,465.98,0.76,282.78312361242496,23.21687638757504
NGC2841,14.1,4.8,307.0,5.93,-0.19,194.64,203.54,438.69,0.3,281.6261658653187,25.373834134681317
NGC2841,14.1,5.13,304.0,8.47,-0.28,200.57,196.88,413.05,0.12,281.0518416591501,22.948158340849886
NGC2841,14.1,5.48,308.0,8.47,-0.38,206.64,190.44,383.91,0.05,281.0117926351134,26.98820736488659
NGC2841,14.1,5.83,313.0,12.7,-0.48,211.29,184.57,352.6,0.02,280.55263213878425,32.44736786121575
NGC2841,14.1,6.16,314.0,9.32,-0.53,215.14,179.57,340.73,0.01,280.233626461922,33.76637353807803
NGC2841,14.1,6.51,315.0,6.78,3.83,221.84,174.68,329.32,0.0,282.3840592172299,32.61594078277011
NGC2841,14.1,6.86,317.0,8.47,8.02,227.72,170.15,300.88,0.0,284.37957257862246,32.62042742137754
NGC2841,14.1,7.18,320.0,7.63,12.15,231.73,166.32,276.7,0.0,285.497386678057,34.50261332194299
NGC2841,14.1,7.51,316.0,20.5,16.24,235.48,162.63,259.76,0.0,286.64103840866886,29.358961591331138
NGC2841,14.1,7.85,318.0,23.4,20.27,239.96,159.08,241.28,0.0,288.61413842707015,29.385861572929855
NGC2841,14.1,8.21,321.0,8.48,24.66,243.42,155.54,214.54,0.0,289.92085747665686,31.079142523343137
NGC2841,14.1,8.57,323.0,8.66,27.1,245.15,152.23,187.05,0.0,289.8394476257502,33.16055237424979
NGC2841,14.1,8.9,321.0,12.7,29.42,245.8,149.38,167.67,0.0,289.1324277904504,31.86757220954962
NGC2841,14.1,9.24,323.0,11.0,31.74,245.24,146.61,150.42,0.0,287.4796989354205,35.520301064579485
NGC2841,14.1,9.6,323.0,10.4,34.31,244.14,143.83,136.11,0.0,285.42702149586324,37.572978504136756
NGC2841,14.1,9.93,322.0,13.6,36.63,243.64,141.42,126.37,0.0,284.0806626646734,37.91933733532659
NGC2841,14.1,10.27,321.0,13.6,38.95,243.6,139.06,118.7,0.0,283.18853454898203,37.811465451017966
NGC2841,14.1,10.6,323.0,9.32,41.02,243.38,136.88,108.16,0.0,282.22792065988085,40.77207934011915
NGC2841,14.1,10.93,322.0,11.9,43.22,243.08,134.8,97.33,0.0,281.29503159494305,40.704968405056945
NGC2841,14.1,11.27,321.0,11.0,45.42,242.44,132.75,86.07,0.0,280.11192852143944,40.88807147856056
NGC2841,14.1,12.31,323.0,4.24,52.25,237.3,127.02,60.76,0.0,274.1813868591375,48.81861314086251
NGC2841,14.1,14.35,319.0,4.24,56.77,222.06,117.64,30.36,0.0,257.62889220737645,61.37110779262355
NGC2841,14.1,16.4,308.0,4.24,51.89,207.98,110.04,19.68,0.0,240.95031458788344,67.04968541211656
NGC2841,14.1,18.48,299.0,5.66,48.35,196.87,103.67,11.59,0.0,227.6905538225071,71.3094461774929
NGC2841,14.1,20.57,299.0,5.66,54.45,185.72,98.26,7.0,0.0,217.05240956967052,81.94759043032948
NGC2841,14.1,22.51,298.0,5.66,63.61,176.98,93.93,4.66,0.0,210.21654882525306,87.78345117474694
NGC2841,14.1,24.59,296.0,5.66,66.17,168.93,89.87,3.04,0.0,202.46587539632452,93.53412460367548
NGC2841,14.1,26.68,293.0,4.24,61.9,161.21,86.28,1.15,0.0,193.0401836406089,99.95981635939111
NGC2841,14.1,28.77,289.0,4.24,58.85,153.59,83.08,0.69,0.0,184.27017392947778,104.72982607052222
NGC2841,14.1,30.7,289.0,4.24,57.01,147.56,80.43,0.41,0.0,177.4628935862368,111.53710641376321
NGC2841,14.1,32.79,288.0,4.24,57.38,141.95,77.82,0.23,0.0,171.75045647683152,116.24954352316848
NGC2841,14.1,34.88,285.0,4.24,60.43,136.82,75.46,0.13,0.0,167.52823314295412,117.47176685704588
NGC2841,14.1,36.96,283.0,2.83,64.09,132.38,73.3,0.07,0.0,164.3316235543238,118.66837644567619
NGC2841,14.1,38.9,275.0,2.83,66.9,128.66,71.45,0.04,0.0,161.66047166824671,113.33952833175329
NGC2841,14.1,40.99,272.0,2.83,68.61,124.87,69.61,0.02,0.0,158.5730150435439,113.4269849564561
NGC2841,14.1,43.08,271.0,2.83,68.98,121.52,67.9,0.01,0.0,155.35688204904216,115.64311795095784
NGC2841,14.1,45.16,274.0,4.24,67.76,118.47,66.31,0.01,0.0,151.7352121295515,122.26478787044849
NGC2841,14.1,47.1,277.0,4.24,65.19,115.75,64.93,0.0,0.0,147.8638005057357,129.1361994942643
NGC2841,14.1,49.19,281.0,4.24,62.26,113.11,63.54,0.0,0.0,143.90104690376648,137.09895309623352
NGC2841,14.1,51.27,286.0,4.24,60.55,110.59,62.24,0.0,0.0,140.6067857537466,145.3932142462534
NGC2841,14.1,53.36,282.0,4.24,60.55,108.3,61.01,0.0,0.0,138.26573183547686,143.73426816452314
NGC2841,14.1,55.3,283.0,4.24,62.39,106.31,59.93,0.0,0.0,137.06178570265308,145.93821429734692
NGC2841,14.1,57.38,288.0,5.66,64.95,104.23,58.83,0.0,0.0,136.17402211875802,151.82597788124198
NGC2841,14.1,59.47,287.0,5.66,67.27,102.32,57.79,0.0,0.0,135.4042813207913,151.5957186792087
NGC2841,14.1,61.56,289.0,7.07,68.49,100.51,56.8,0.0,0.0,134.23628496051282,154.76371503948718
NGC2841,14.1,63.64,294.0,7.07,68.73,98.76,55.86,0.0,0.0,132.65628556536626,161.34371443463374
NGC3109,1.33,0.26,6.1,1.6,1.0,2.78,0.0,10.55,0.0,2.9543865691544156,3.145613430845584
NGC3109,1.33,0.52,11.2,0.7,2.12,4.73,0.0,8.77,0.0,5.183367631183419,6.01663236881658
NGC3109,1.33,0.77,14.9,1.5,4.53,7.0,0.0,8.41,0.0,8.337919404743607,6.562080595256393
NGC3109,1.33,1.03,19.1,2.2,6.54,8.59,0.0,7.93,0.0,10.796281767349349,8.303718232650652
NGC3109,1.33,1.29,24.3,0.9,8.22,10.63,0.0,6.67,0.0,13.437458837146258,10.862541162853743
NGC3109,1.33,1.55,29.8,1.9,10.06,11.72,0.0,5.17,0.0,15.445452405157967,14.354547594842034
NGC3109,1.33,1.81,34.3,1.6,11.73,12.56,0.0,4.71,0.0,17.185648082047997,17.114351917952
NGC3109,1.33,2.06,38.2,3.5,12.92,13.39,0.0,3.81,0.0,18.606947627163354,19.59305237283665
NGC3109,1.33,2.32,42.5,5.6,13.76,13.69,0.0,2.97,0.0,19.41014425500233,23.08985574499767
NGC3109,1.33,2.58,42.3,3.0,14.44,13.73,0.0,2.43,0.0,19.925523832511907,22.37447616748809
NGC3109,1.33,2.84,47.3,4.4,15.04,13.74,0.0,2.3,0.0,20.371283710164168,26.92871628983583
NGC3109,1.33,3.1,49.3,4.0,15.37,14.32,0.0,2.42,0.0,21.007124981777014,28.292875018222983
NGC3109,1.33,3.35,50.6,3.5,15.75,15.08,0.0,1.97,0.0,21.805249367984764,28.794750632015237
NGC3109,1.33,3.61,53.0,3.5,16.29,15.34,0.0,1.22,0.0,22.375873167320194,30.624126832679806
NGC3109,1.33,3.87,54.7,3.3,16.37,14.77,0.0,0.78,0.0,22.048351412293847,32.651648587706156
NGC3109,1.33,4.13,55.2,3.1,16.42,14.16,0.0,0.69,0.0,21.682296926294505,33.5177030737055
NGC3109,1.33,4.38,57.5,2.6,16.88,13.87,0.0,0.81,0.0,21.84745522938541,35.65254477061459
NGC3109,1.33,4.64,59.1,2.4,17.22,13.96,0.0,0.75,0.0,22.167769396130048,36.932230603869954
NGC3109,1.33,4.9,61.2,1.9,17.66,14.01,0.0,0.64,0.0,22.542309109760694,38.65769089023931
NGC3109,1.33,5.16,62.7,1.9,18.09,14.01,0.0,0.51,0.0,22.8807386244413,39.8192613755587
NGC3109,1.33,5.42,64.4,2.9,18.73,13.96,0.0,0.43,0.0,23.360104879901545,41.039895120098464
NGC3109,1.33,5.67,66.6,3.2,19.3,13.99,0.0,0.36,0.0,23.837157968180687,42.762842031819304
NGC3109,1.33,5.93,66.3,3.4,19.36,13.93,0.0,0.0,0.0,23.850670850103985,42.449329149896016
NGC3109,1.33,6.19,66.2,3.2,19.43,13.15,0.0,0.0,0.0,23.461615460151076,42.73838453984892
NGC3109,1.33,6.45,67.3,3.0,19.41,12.62,0.0,0.0,0.0,23.151943762889545,44.14805623711045
NGC3198,13.8,0.32,24.4,35.9,0.0,63.28,0.0,1084.92,0.0,63.28,0.0
NGC3198,13.8,0.64,43.3,16.3,0.0,73.66,0.0,590.57,0.0,73.66,0.0
NGC3198,13.8,0.96,45.5,16.1,0.0,78.98,0.0,410.97,0.0,78.98,0.0
NGC3198,13.8,1.28,58.5,15.4,0.35,82.7,0.0,329.34,0.0,82.70074062546236,0.0
NGC3198,13.8,1.61,68.8,7.61,0.15,84.22,0.0,268.62,0.0,84.22013357861645,0.0
NGC3198,13.8,1.93,76.9,10.3,-0.05,83.17,0.0,247.67,0.0,83.17001502945638,0.0
NGC3198,13.8,2.24,82.0,8.09,-0.47,87.04,0.0,227.56,0.0,87.04126894755154,0.0
NGC3198,13.8,2.57,86.9,7.6,-0.95,88.91,0.0,205.02,0.0,88.91507521224958,0.0
NGC3198,13.8,2.89,97.6,3.03,-1.43,88.98,0.0,200.2,0.0,88.99149004258778,8.60850995741221
NGC3198,13.8,3.21,100.0,5.31,-1.14,93.81,0.0,208.58,0.0,93.81692651115789,6.183073488842112
NGC3198,13.8,3.54,107.0,7.51,-0.39,101.22,0.0,208.47,0.0,101.22075133094003,5.779248669059967
NGC3198,13.8,3.85,113.0,7.32,0.36,108.53,0.0,196.07,0.0,108.53059706829222,4.469402931707776
NGC3198,13.8,4.17,117.0,5.21,1.52,115.51,0.0,179.96,0.0,115.52000043282548,1.4799995671745165
NGC3198,13.8,4.5,119.0,5.67,3.07,120.51,0.0,164.19,0.0,120.54909788131971,0.0
NGC3198,13.8,4.82,127.0,5.39,4.63,125.42,0.0,150.99,0.0,125.50543135657517,1.4945686434248273
NGC3198,13.8,5.15,132.0,4.34,6.02,129.4,0.0,138.08,0.0,129.5399567701024,2.460043229897593
NGC3198,13.8,5.46,134.0,2.36,7.16,133.15,0.0,126.0,0.0,133.342371735319,0.6576282646809943
NGC3198,13.8,5.78,137.0,0.89,8.31,136.45,0.0,113.63,0.0,136.70281123663844,0.29718876336156086
NGC3198,13.8,6.1,140.0,2.84,9.46,139.41,0.0,101.19,0.0,139.73059686410846,0.26940313589153675
NGC3198,13.8,6.43,142.0,0.88,10.61,141.85,0.0,86.52,0.0,142.2462463476629,0.0
NGC3198,13.8,6.74,144.0,1.23,11.77,142.32,0.0,70.23,0.0,142.80586577588468,1.1941342241153166
NGC3198,13.8,7.06,146.0,1.57,12.87,140.94,0.0,57.67,0.0,141.5263950646663,4.473604935333697
NGC3198,13.8,8.04,147.0,3.0,16.39,135.68,0.0,40.74,0.0,136.66636199153032,10.333638008469677
NGC3198,13.8,9.04,148.0,3.0,20.03,130.79,0.0,31.83,0.0,132.3148706684173,15.685129331582687
NGC3198,13.8,10.04,152.0,2.0,23.68,128.1,0.0,26.64,0.0,130.27030513513046,21.729694864869543
NGC3198,13.8,11.04,155.0,2.0,27.08,126.67,0.0,21.02,0.0,129.53229442884117,25.46770557115883
NGC3198,13.8,12.05,156.0,2.0,30.11,124.98,0.0,15.42,0.0,128.5558730669276,27.444126933072397
NGC3198,13.8,14.05,157.0,2.0,34.48,118.12,0.0,6.42,0.0,123.04960300626736,33.95039699373264
NGC3198,13.8,16.07,153.0,2.0,36.43,108.22,0.0,2.95,0.0,114.18718535807773,38.81281464192227
NGC3198,13.8,18.13,153.0,2.0,37.76,101.1,0.0,2.39,0.0,107.92139546910983,45.078604530890175
NGC3198,13.8,20.05,154.0,2.0,39.83,96.4,0.0,1.44,0.0,104.30430911520388,49.69569088479612
NGC3198,13.8,22.12,153.0,2.0,40.92,91.56,0.0,0.72,0.0,100.28798532227079,52.712014677729215
NGC3198,13.8,24.03,150.0,2.0,41.77,87.03,0.0,0.28,0.0,96.53472846597747,53.465271534022534
NGC3198,13.8,26.1,149.0,2.0,43.71,82.67,0.0,0.16,0.0,93.51413262175937,55.48586737824063
NGC3198,13.8,28.16,148.0,2.0,45.41,79.06,0.0,0.08,0.0,91.1731961708045,56.8268038291955
NGC3198,13.8,30.08,146.0,2.0,45.29,76.07,0.0,0.04,0.0,88.53151416303687,57.468485836963126
NGC3198,13.8,32.14,147.0,2.0,44.56,73.27,0.0,0.02,0.0,85.75597063761799,61.24402936238201
NGC3198,13.8,34.06,148.0,2.0,44.81,70.91,0.0,0.01,0.0,83.88184666541385,64.11815333458615
NGC3198,13.8,36.12,148.0,2.0,45.9,68.62,0.0,0.01,0.0,82.55612878520891,65.44387121479109
NGC3198,13.8,38.19,149.0,2.0,46.75,66.59,0.0,0.0,0.0,81.3620955973972,67.6379044026028
NGC3198,13.8,40.1,150.0,2.0,47.48,64.84,0.0,0.0,0.0,80.36526612909336,69.63473387090664
NGC3198,13.8,42.17,150.0,3.0,48.93,63.1,0.0,0.0,0.0,79.84832434058964,70.15167565941036
NGC3198,13.8,44.08,149.0,3.0,47.84,61.63,0.0,0.0,0.0,78.01873172514406,70.98126827485594
NGC3741,3.21,0.23,13.1,2.19,2.45,11.6,0.0,35.93,0.0,11.855905701379376,1.2440942986206238
NGC3741,3.21,0.47,17.3,2.39,4.75,13.88,0.0,9.96,0.0,14.670272662769428,2.629727337230573
NGC3741,3.21,0.7,23.6,2.21,6.71,13.02,0.0,2.76,0.0,14.647337642042666,8.952662357957335
NGC3741,3.21,0.93,26.2,2.21,7.8,11.93,0.0,1.21,0.0,14.253592529604598,11.946407470395402
NGC3741,3.21,1.17,27.4,2.24,8.39,10.78,0.0,0.32,0.0,13.660179354605853,13.739820645394145
NGC3741,3.21,1.4,26.9,2.23,8.84,9.72,0.0,0.1,0.0,13.13864528785217,13.76135471214783
NGC3741,3.21,1.64,27.4,2.21,9.23,8.89,0.0,0.03,0.0,12.815030237966667,14.584969762033332
NGC3741,3.21,1.87,31.0,2.2,9.41,8.25,0.0,0.01,0.0,12.514415687518136,18.485584312481862
NGC3741,3.21,2.1,32.5,2.19,9.55,7.73,0.0,0.0,0.0,12.28639084515872,20.21360915484128
NGC3741,3.21,2.33,33.0,2.19,10.05,7.3,0.0,0.0,0.0,12.42145321610962,20.57854678389038
NGC3741,3.21,2.57,36.5,2.2,10.65,6.92,0.0,0.0,0.0,12.700744072691176,23.799255927308824
NGC3741,3.21,2.8,38.9,2.21,11.28,6.62,0.0,0.0,0.0,13.079097828214298,25.8209021717857
NGC3741,3.21,3.26,41.5,2.21,12.0,6.11,0.0,0.0,0.0,13.46596079008104,28.03403920991896
NGC3741,3.21,3.73,42.7,2.2,12.41,5.7,0.0,0.0,0.0,13.656430719628025,29.043569280371976
NGC3741,3.21,4.21,44.7,2.22,13.14,5.36,0.0,0.0,0.0,14.191166266378533,30.508833733621472
NGC3741,3.21,4.67,46.7,2.24,13.55,5.09,0.0,0.0,0.0,14.474480992422492,32.22551900757751
NGC3741,3.21,5.14,48.5,2.27,13.86,4.84,0.0,0.0,0.0,14.680776546218526,33.819223453781476
NGC3741,3.21,5.61,50.0,2.32,13.86,4.63,0.0,0.0,0.0,14.612888147111782,35.38711185288822
NGC3741,3.21,6.07,50.2,2.4,13.76,4.45,0.0,0.0,0.0,14.46167694287215,35.73832305712785
NGC3741,3.21,6.54,50.1,2.57,13.55,4.29,0.0,0.0,0.0,14.21290258884511,35.88709741115489
NGC3741,3.21,7.0,51.6,3.24,13.34,4.14,0.0,0.0,0.0,13.967648334633859,37.632351665366144
NGC6674,51.2,2.5,206.0,75.0,0.0,122.77,171.6,669.71,11.84,210.99533857410213,0.0
NGC6674,51.2,7.49,285.0,8.0,0.0,218.15,99.53,282.14,0.0,239.78249185459725,45.217508145402746
NGC6674,51.2,12.54,291.0,7.0,0.0,234.07,76.92,106.66,0.0,246.38476271880126,44.615237281198745
NGC6674,51.2,17.45,274.0,5.0,0.0,221.55,65.21,40.36,0.0,230.94749749672545,43.05250250327455
NGC6674,51.2,22.47,266.0,4.0,23.41,205.25,57.46,19.71,0.0,214.4230449368724,51.5769550631276
NGC6674,51.2,27.48,255.0,2.0,35.47,190.15,51.96,8.34,0.0,200.287256209675,54.71274379032499
NGC6674,51.2,32.5,250.0,2.0,42.22,174.2,47.78,3.62,0.0,185.50228246574216,64.49771753425784
NGC6674,51.2,37.51,242.0,2.0,45.59,160.68,44.48,1.58,0.0,172.84380492224764,69.15619507775236
NGC6674,51.2,42.42,237.0,2.0,49.68,149.48,41.82,0.7,0.0,162.976333251181,74.02366674881901
NGC6674,51.2,47.44,235.0,2.0,50.91,139.94,39.55,0.3,0.0,154.0754172475285,80.92458275247151
NGC6674,51.2,52.45,236.0,2.0,48.66,131.98,37.61,0.13,0.0,145.60572825270302,90.39427174729698
NGC6674,51.2,57.47,242.0,2.0,50.7,125.25,35.93,0.06,0.0,139.81780072651694,102.18219927348306
NGC6674,51.2,62.48,246.0,2.0,51.01,119.5,34.46,0.03,0.0,134.42381373848906,111.57618626151094
NGC6674,51.2,67.4,242.0,4.0,48.35,114.62,33.18,0.01,0.0,128.74928854172362,113.25071145827638
NGC6674,51.2,72.41,242.0,5.0,44.77,110.24,32.01,0.0,0.0,123.21465253775624,118.78534746224376
NGC6789,3.52,0.1,13.9,3.84,2.8,7.62,0.0,126.29,0.0,8.118152499183543,5.781847500816458
NGC6789,3.52,0.3,29.9,3.92,7.72,17.26,0.0,62.07,0.0,18.90782906628892,10.99217093371108
NGC6789,3.52,0.51,46.7,4.1,11.07,20.43,0.0,30.5,0.0,23.236389564646224,23.46361043535378
NGC6789,3.52,0.71,60.4,9.4,11.87,21.37,0.0,16.58,0.0,24.445322660991817,35.954677339008185
UGC06917,18.0,1.74,59.2,3.5,0.0,56.25,0.0,84.05,0.0,56.25,2.950000000000003
UGC06917,18.0,2.61,71.2,4.0,0.0,59.09,0.0,59.41,0.0,59.09,12.11
UGC06917,18.0,3.5,84.5,4.4,6.4,61.72,0.0,38.85,0.0,62.05093391722642,22.449066082773577
UGC06917,18.0,4.37,93.5,4.5,14.66,63.73,0.0,29.86,0.0,65.39440725322005,28.105592746779948
UGC06917,18.0,5.24,97.5,3.5,17.89,64.38,0.0,19.57,0.0,66.8194320538569,30.6805679461431
UGC06917,18.0,6.11,100.0,3.5,20.91,64.3,0.0,16.34,0.0,67.61448143704128,32.38551856295872
UGC06917,18.0,6.98,101.0,4.0,24.79,64.23,0.0,10.95,0.0,68.84792662092302,32.15207337907698
UGC06917,18.0,7.85,103.0,3.5,27.59,62.94,0.0,8.29,0.0,68.72155193241782,34.278448067582175
UGC06917,18.0,8.72,105.0,4.0,29.1,61.95,0.0,6.21,0.0,68.44422912123417,36.55577087876583
UGC06917,18.0,9.6,110.0,4.9,32.76,60.68,0.0,4.78,0.0,68.9585382675706,41.0414617324294
UGC06917,18.0,10.47,111.0,6.0,36.86,60.19,0.0,3.35,0.0,70.57971167410646,40.42028832589354
